,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI
1656,Philippines,2000,72.348,27.559,77991757.0,0.29,0.254,326462616360.265,0.42
1657,Philippines,2005,73.272,28.077,86326251.0,0.25,0.258,424650338562.945,0.46
1658,Philippines,2007,70.763,28.277,89405482.0,0.22,0.231,483816427632.782,0.46
1659,Philippines,2010,82.953,28.468000000000004,93966784.0,0.25,0.157,561436047917.14,0.47
1660,Poland,1870,16.664,15.19,16780549.0,3.13,1.022,26562375000.0,0.1
1661,Poland,1880,26.348,16.347,19445336.0,3.09,0.498,,0.12
1662,Poland,1890,41.865,14.49,22462150.0,3.22,0.439,50370216000.0,0.13
1663,Poland,1900,63.307,16.634,24340168.0,3.24,0.306,66825000000.0,0.15
1664,Poland,1913,116.207,15.143,25285116.0,3.33,0.343,74040120000.0,0.17
1665,Poland,1925,48.075,14.352,25439942.0,1.29,0.451,,0.22
1666,Poland,1929,72.69,14.432,27095139.0,1.71,0.311,93986144000.0,0.23
1667,Poland,1933,43.204,14.925,28112004.0,1.3,0.471,74552814000.0,0.24
1668,Poland,1938,59.936,16.951,29003408.0,1.43,0.293,108033636000.0,0.27
1669,Poland,1950,112.123,17.137999999999998,24824007.0,1.87,0.307,96813600000.0,0.34
1670,Poland,1955,154.202,15.375,27269742.0,2.07,0.166,121240855272.0,0.36
1671,Poland,1960,199.577,17.096,29614201.0,2.13,0.361,151647940250.0,0.41
1672,Poland,1965,246.981,16.717000000000002,31360903.0,2.18,0.518,188699592888.0,0.44
1673,Poland,1970,304.143,16.858,32639262.0,2.04,0.245,229568508000.0,0.46
1674,Poland,1975,374.78,15.927,33970730.0,2.2,0.236,314487223920.0,0.48
1675,Poland,1980,463.329,16.046,35539723.0,2.38,0.16,325503268384.0,0.48
1676,Poland,1985,444.508,14.982,37133860.0,2.19,0.408,335851095424.0,0.49
1677,Poland,1990,376.808,16.592000000000002,37960193.0,1.66,0.281,310673175200.0,0.5
1678,Poland,1995,362.877,16.685000000000002,38458642.0,1.55,0.184,363194527137.81,0.53
1679,Poland,2000,317.692,17.378,38556699.0,1.26,0.256,492195498802.347,0.57
1680,Poland,2005,323.385,16.17,38368957.0,1.09,0.21,600855178985.011,0.6
1681,Poland,2007,336.706,18.746,38353339.0,1.07,0.195,695923528545.137,0.61
1682,Poland,2010,334.888,17.389,38329784.0,1.0,0.212,792188925741.666,0.63
1683,Portugal,1870,0.022,22.164,4321353.0,0.0,1.103,6724158000.0,0.1
1684,Portugal,1880,0.879,17.229,4613685.0,0.1,0.723,6961100000.0,0.11
1685,Portugal,1890,1.678,20.164,5019444.0,0.13,0.721,9040344000.0,0.13
1686,Portugal,1900,2.466,19.209,5402560.0,0.13,0.735,11213300000.0,0.13
1687,Portugal,1913,3.858,21.028,5918901.0,0.11,0.482,11896224000.0,0.14
1688,Portugal,1925,3.122,19.079,6386774.0,0.08,0.481,14701290000.0,0.15
1689,Portugal,1929,3.968,20.267,6696161.0,0.09,0.469,17194766000.0,0.16
1690,Portugal,1933,3.997,18.555,7030484.0,0.12,0.329,19437440000.0,0.17
1691,Portugal,1938,4.117,20.912,7477932.0,0.1,0.487,20854080000.0,0.18
1692,Portugal,1950,5.618,19.914,8416971.0,0.09,0.269,28072143750.0,0.23
1693,Portugal,1955,6.46,19.695,8625538.0,0.09,0.324,34292307000.0,0.26
1694,Portugal,1960,8.214,20.655,8844638.0,0.09,0.356,42580930400.0,0.29
1695,Portugal,1965,11.582,20.215,8862277.0,0.1,0.56,58086872550.0,0.31
1696,Portugal,1970,15.236,18.494,8651334.0,0.1,0.328,78901600800.0,0.37
1697,Portugal,1975,21.275,18.877,9172240.0,0.12,0.298,97762402920.0,0.39
1698,Portugal,1980,26.773,18.856,9750966.0,0.14,0.241,125370951600.0,0.43
1699,Portugal,1985,27.13,19.51,9929176.0,0.13,0.355,131038822080.0,0.45
1700,Portugal,1990,45.334,19.885,9895358.0,0.2,0.451,171225921384.0,0.48
1701,Portugal,1995,54.543,20.362,10091322.0,0.23,0.218,191953577523.216,0.53
1702,Portugal,2000,65.698,21.368,10297117.0,0.26,0.278,239037764026.894,0.59
1703,Portugal,2005,69.713,22.543000000000003,10508494.0,0.24,0.205,254497204216.219,0.63
1704,Portugal,2007,62.447,19.236,10573150.0,0.2,0.205,266976679105.828,0.64
1705,Portugal,2010,53.017,20.221,10596055.0,0.16,0.243,267592240970.503,0.66
1706,Puerto Rico,1925,,26.09,,,0.376,,0.16
1707,Puerto Rico,1929,,26.042,,,0.286,,0.17
1708,Puerto Rico,1933,,26.305,,,0.242,,0.18
1709,Puerto Rico,1938,,26.224,,,0.21,,0.2
1710,Puerto Rico,1950,,26.423,2218005.0,,0.293,7576688000.0,0.31
1711,Puerto Rico,1955,,26.698,2195521.0,,0.242,9497250000.0,0.37
1712,Puerto Rico,1960,,27.328000000000003,2294971.0,,0.262,12853458000.0,0.4
1713,Puerto Rico,1965,,26.226,2507537.0,,0.424,19526843000.0,0.43
1714,Puerto Rico,1970,,26.805,2631700.0,,0.32,27538474000.0,0.48
1715,Puerto Rico,1975,,26.848000000000003,2844925.0,,0.275,32499255000.0,0.49
1716,Puerto Rico,1980,,27.68,3090688.0,,0.292,41858400000.0,0.49
1717,Puerto Rico,1985,,27.065,3263173.0,,0.303,45132790000.0,0.51
1718,Puerto Rico,1990,,27.274,3403168.0,,0.16,59418063000.0,0.53
1719,Puerto Rico,1995,,27.502,3567691.0,,0.253,78327749122.7,0.56
1720,Puerto Rico,2000,,27.066,3668955.0,,0.322,104392660486.8,0.6
1721,Puerto Rico,2005,,27.871,3631885.0,,0.187,122355753319.8,0.63
1722,Puerto Rico,2007,,27.871,3616341.0,,0.204,122989545396.9,0.63
1723,Puerto Rico,2010,,27.754,3579842.0,,0.283,123553438101.6,0.64
1724,Qatar,1950,0.352,33.7,25006.0,0.01,0.8,1215792036.0,0.16
1725,Qatar,1955,0.418,33.766,35863.0,0.01,0.496,1751959968.0,0.2
1726,Qatar,1960,0.176,33.734,47383.0,0.0,0.516,2384206812.0,0.26
1727,Qatar,1965,6.287,34.45,73631.0,0.06,0.5660000000000001,2927665331.0,0.29
1728,Qatar,1970,7.561,33.674,109521.0,0.05,0.97,5986595142.0,0.34
1729,Qatar,1975,10.947,34.2,164314.0,0.06,0.485,9281297158.0,0.37
1730,Qatar,1980,13.082,34.38,223622.0,0.07,0.424,10864234000.0,0.4
1731,Qatar,1985,12.378,33.327,370886.0,0.06,1.074,5895161298.0,0.41
1732,Qatar,1990,11.411,34.407000000000004,476275.0,0.05,0.479,5221963355.0,0.41
1733,Qatar,1995,31.298,34.429,513447.0,0.13,0.614,9599472059.022,0.43
1734,Qatar,2000,34.012,34.825,592467.0,0.13,0.738,25410874832.844,0.48
1735,Qatar,2005,50.69,35.449,865410.0,0.17,0.687,62263801413.327,0.5
1736,Qatar,2007,62.901,35.897,1218441.0,0.2,0.7809999999999999,111748801627.176,0.5
1737,Qatar,2010,71.92,35.894,1856329.0,0.22,0.378,234398709698.284,0.52
1738,Romania,1870,0.037,17.173,9146903.0,0.01,0.934,3322798000.0,0.07
1739,Romania,1880,0.048,17.837999999999994,9712968.0,0.01,0.652,,0.08
1740,Romania,1890,0.806,15.825,10307856.0,0.06,0.392,5871118000.0,0.09
1741,Romania,1900,1.238,17.845,10926867.0,0.06,0.329,6765000000.0,0.11
1742,Romania,1913,6.991,16.634999999999998,11889775.0,0.2,0.407,9608209000.0,0.14
1743,Romania,1925,11.71,15.81,13075761.0,0.32,0.442,8057490000.0,0.17
1744,Romania,1929,20.491,17.467,13802811.0,0.48,0.278,9501312000.0,0.17
1745,Romania,1933,27.311,15.435,14499781.0,0.82,0.409,9162060000.0,0.19
1746,Romania,1938,26.712,19.034,15378555.0,0.64,0.406,10936301000.0,0.22
1747,Romania,1950,19.417,18.381,16236289.0,0.32,0.196,13440264000.0,0.26
1748,Romania,1955,36.782,17.212999999999994,17483935.0,0.49,0.28,24584175000.0,0.29
1749,Romania,1960,53.394,18.057,18613945.0,0.57,0.337,29537479470.0,0.34
1750,Romania,1965,78.637,18.113,19379575.0,0.69,0.4,43001849420.0,0.4
1751,Romania,1970,119.981,17.750999999999994,20548912.0,0.81,0.357,65982778578.0,0.4
1752,Romania,1975,162.006,18.495,21665640.0,0.95,0.176,92819855007.0,0.42
1753,Romania,1980,196.199,17.186,22615644.0,1.01,0.262,121316857352.0,0.46
1754,Romania,1985,193.907,16.543999999999997,23071258.0,0.95,0.339,140982680700.0,0.46
1755,Romania,1990,170.88,17.869,23489156.0,0.75,0.4,127957828220.0,0.44
1756,Romania,1995,124.257,18.772,22964747.0,0.53,0.133,134463637323.348,0.43
1757,Romania,2000,92.364,19.28,22137423.0,0.37,0.289,156815906056.664,0.45
1758,Romania,2005,100.259,17.413999999999998,21417287.0,0.34,0.213,237715210072.145,0.49
1759,Romania,2007,101.36,20.922,21034196.0,0.32,0.256,296749062195.623,0.51
1760,Romania,2010,77.943,19.152,20471860.0,0.23,0.357,326789273499.693,0.54
1761,Russia,1870,2.363,12.271,49519138.0,0.44,1.463,,0.06
1762,Russia,1880,8.56,11.576,54163765.0,1.0,1.714,,0.07
1763,Russia,1890,16.549,11.34,59310715.0,1.27,1.114,,0.08
1764,Russia,1900,45.896,10.555,64946671.0,2.35,0.754,,0.1
1765,Russia,1913,75.06,10.864999999999998,73052598.0,2.15,0.7440000000000001,,0.12
1766,Russia,1925,32.548,10.163,81534627.0,0.88,0.623,,0.16
1767,Russia,1929,70.146,10.858,84588394.0,1.65,0.396,,0.18
1768,Russia,1933,144.255,10.392,87756536.0,4.34,0.352,,0.21
1769,Russia,1938,244.439,11.742,91884094.0,5.83,0.192,,0.27
1770,Russia,1950,414.228,11.514,102798649.0,6.9,0.231,,0.35
1771,Russia,1955,629.836,12.042,111355301.0,8.46,0.219,,0.38
1772,Russia,1960,882.927,12.295,119871700.0,9.41,0.277,664792984581.0,0.42
1773,Russia,1965,1156.312,11.298,126503741.0,10.22,0.508,894393858924.0,0.47
1774,Russia,1970,1437.871,11.279000000000002,130148650.0,9.65,0.239,1202686725384.0,0.5
1775,Russia,1975,1825.755,12.368,133804859.0,10.71,0.233,1499251205008.0,0.49
1776,Russia,1980,2125.165,11.836,138053143.0,10.9,0.223,1696830113196.0,0.49
1777,Russia,1985,2343.796,11.843,142957289.0,11.54,0.282,1795626512575.0,0.5
1778,Russia,1990,2525.518,12.501,147531562.0,11.1,0.314,1834865200000.0,0.52
1779,Russia,1995,1613.141,12.388,148227471.0,6.88,0.166,1270544062062.8,0.48
1780,Russia,2000,1471.259,13.247,146404890.0,5.83,0.269,1540482761936.89,0.48
1781,Russia,2005,1547.599,12.988,143672125.0,5.23,0.214,2320883157898.86,0.51
1782,Russia,2007,1604.549,12.267,143266207.0,5.09,0.264,2852284805963.87,0.51
1783,Russia,2010,1613.113,13.246,143479273.0,4.84,0.223,3099422859631.06,0.52
1784,Rwanda,1950,0.017,19.193,2186183.0,0.0,0.441,2488223700.0,0.08
1785,Rwanda,1955,0.014,19.143,2527293.0,0.0,0.295,3070633536.0,0.1
1786,Rwanda,1960,0.07,19.465,2935575.0,0.0,0.604,3710928096.0,0.11
1787,Rwanda,1965,0.048,19.13,3235536.0,0.0,0.564,3339726720.0,0.12
1788,Rwanda,1970,0.059,19.135,3757351.0,0.0,0.57,5039381627.0,0.14
1789,Rwanda,1975,0.176,19.062,4364709.0,0.0,0.3,5223878737.0,0.14
1790,Rwanda,1980,0.495,19.347,5153314.0,0.0,0.192,8591535216.0,0.16
1791,Rwanda,1985,0.616,19.473,6146884.0,0.0,0.442,9696520494.0,0.17
1792,Rwanda,1990,0.524,20.146,7288883.0,0.0,0.405,9760500480.0,0.13
1793,Rwanda,1995,0.455,19.748,5836490.0,0.0,0.157,5523730817.706,0.12
1794,Rwanda,2000,0.515,19.875,7933688.0,0.0,0.6829999999999999,8053573218.006,0.18
1795,Rwanda,2005,0.514,20.501,8840220.0,0.0,1.008,10465366352.19,0.22
1796,Rwanda,2007,0.542,19.122,9273759.0,0.0,0.578,11698685712.116,0.24
1797,Rwanda,2010,0.573,20.308,10039338.0,0.0,0.346,13742206287.195,0.25
1798,Saudi Arabia,1950,5.141,32.883,3121340.0,0.09,0.365,13725452356.0,0.06
1799,Saudi Arabia,1955,2.114,33.493,3558165.0,0.03,0.585,19764909444.0,0.07
1800,Saudi Arabia,1960,2.674,33.298,4086534.0,0.03,0.598,27970088328.0,0.09
1801,Saudi Arabia,1965,4.216,33.736999999999995,4843632.0,0.04,0.662,46439224744.0,0.12
1802,Saudi Arabia,1970,45.251,33.368,5836388.0,0.3,0.752,74243296803.0,0.2
1803,Saudi Arabia,1975,83.261,32.616,7419486.0,0.49,0.42,135364158160.0,0.25
1804,Saudi Arabia,1980,169.24,33.712,9691471.0,0.87,0.421,210662323948.0,0.28
1805,Saudi Arabia,1985,172.421,32.286,13118998.0,0.85,0.471,192246226274.0,0.32
1806,Saudi Arabia,1990,208.497,33.765,16233786.0,0.92,0.296,230231008935.0,0.35
1807,Saudi Arabia,1995,262.421,34.024,18638790.0,1.12,0.207,354480721633.543,0.38
1808,Saudi Arabia,2000,296.364,34.45800000000001,20663840.0,1.17,0.37,488694405055.645,0.41
1809,Saudi Arabia,2005,395.855,34.196000000000005,23816175.0,1.34,0.264,770496478441.541,0.46
1810,Saudi Arabia,2007,386.507,34.693000000000005,25184589.0,1.23,0.3,898734255978.614,0.48
1811,Saudi Arabia,2010,517.716,35.361999999999995,27421468.0,1.55,0.329,1159438201106.96,0.52
1812,Senegal,1960,0.827,30.562,3206757.0,0.01,0.347,7530367824.0,0.09
1813,Senegal,1965,1.692,29.796,3682879.0,0.01,0.698,9019216503.0,0.11
1814,Senegal,1970,1.307,31.149,4257508.0,0.01,0.368,9875016717.0,0.12
1815,Senegal,1975,2.578,30.955,4929846.0,0.02,0.472,11100898800.0,0.13
1816,Senegal,1980,3.336,30.551,5583157.0,0.02,0.149,11696173720.0,0.14
1817,Senegal,1985,2.651,30.67,6471329.0,0.01,0.813,13570220000.0,0.16
1818,Senegal,1990,3.139,30.887,7526306.0,0.01,0.259,15993263368.0,0.17
1819,Senegal,1995,3.43,31.557,8690155.0,0.01,0.375,17210296648.209,0.18
1820,Senegal,2000,3.902,30.2,9797731.0,0.02,0.606,20451864135.793,0.19
1821,Senegal,2005,5.539,30.955,11090123.0,0.02,0.425,24954050903.215,0.21
1822,Senegal,2007,4.863,31.019,11687078.0,0.02,0.362,26522044277.281,0.21
1823,Senegal,2010,6.862,31.111,12678143.0,0.02,0.4,28867536783.012,0.23
1824,Serbia,1890,0.038,16.667,2176114.0,0.0,0.434,,0.1
1825,Serbia,1900,0.349,18.358,2513385.0,0.02,0.415,,0.12
1826,Serbia,1913,1.82,17.748,3128143.0,0.05,0.484,,0.14
1827,Serbia,1925,3.289,16.602999999999998,4020553.0,0.09,0.519,,0.15
1828,Serbia,1929,4.483,18.51,4370595.0,0.11,0.41,,0.17
1829,Serbia,1933,3.295,16.377000000000002,4751114.0,0.1,0.545,,0.18
1830,Serbia,1938,3.735,20.023000000000003,5273682.0,0.09,0.254,,0.2
1831,Serbia,1950,7.746,19.842,6732252.0,0.13,0.235,,0.26
1832,Serbia,1955,9.988,18.5,7234917.0,0.13,0.309,16313854024.0,0.29
1833,Serbia,1960,15.303,18.636000000000006,7556732.0,0.16,0.396,26289605664.0,0.33
1834,Serbia,1965,21.344,18.567,7835085.0,0.19,0.504,36400860311.0,0.37
1835,Serbia,1970,30.962,18.712,8119865.0,0.21,0.354,47222576775.0,0.39
1836,Serbia,1975,37.697,18.253,8497172.0,0.22,0.245,63148765470.0,0.42
1837,Serbia,1980,44.923,17.934,8908295.0,0.23,0.358,81369658328.0,0.43
1838,Serbia,1985,52.622,17.125,9253396.0,0.26,0.327,83673828300.0,0.44
1839,Serbia,1990,56.448,18.82,9517677.0,0.25,0.347,75948516338.0,0.46
1840,Serbia,1995,38.374,18.798,9884145.0,0.16,0.091,40959922067.172,0.42
1841,Serbia,2000,44.95,20.573,9487612.0,0.18,0.376,46079099092.305,0.46
1842,Serbia,2005,51.634,18.332,9193818.0,0.17,0.286,69008317666.656,0.48
1843,Serbia,2007,59.554,21.466,9101189.0,0.19,0.3,80197315564.443,0.5
1844,Serbia,2010,45.696,19.439,8991258.0,0.14,0.338,87870481785.57,0.52
1845,Seychelles,1980,0.095,27.249,66237.0,0.0,0.6809999999999999,411136000.0,0.32
1846,Seychelles,1985,0.15,26.41,69772.0,0.0,1.5590000000000002,441195000.0,0.4
1847,Seychelles,1990,0.15,26.656,70572.0,0.0,0.498,584969000.0,0.43
1848,Seychelles,1995,0.198,27.397,76653.0,0.0,0.435,760132185.0,0.44
1849,Seychelles,2000,0.315,26.735000000000007,80998.0,0.0,0.568,1136006728.0,0.45
1850,Seychelles,2005,0.381,27.324,88652.0,0.0,1.26,1274495308.8,0.46
1851,Seychelles,2007,0.403,28.038,90082.0,0.0,0.414,1619623027.4,0.48
1852,Seychelles,2010,0.443,28.174,91273.0,0.0,0.32,1772951681.6,0.49
1853,Sierra Leone,1950,0.158,26.148000000000003,2041201.0,0.0,0.322,1882474000.0,0.06
1854,Sierra Leone,1955,0.183,25.745,2165816.0,0.0,0.176,2331252000.0,0.06
1855,Sierra Leone,1960,0.714,26.031,2317638.0,0.01,0.442,2817696000.0,0.07
1856,Sierra Leone,1965,0.282,25.88,2508226.0,0.0,0.502,3310124000.0,0.08
1857,Sierra Leone,1970,0.857,26.527,2744890.0,0.01,0.403,4331317000.0,0.09
1858,Sierra Leone,1975,0.524,26.145,3037158.0,0.0,0.17,4699530000.0,0.1
1859,Sierra Leone,1980,0.608,26.371,3388494.0,0.0,0.412,5282640000.0,0.12
1860,Sierra Leone,1985,0.663,26.256,3805304.0,0.0,0.519,5961830000.0,0.14
1861,Sierra Leone,1990,0.517,26.511,4319763.0,0.0,0.405,6912780000.0,0.14
1862,Sierra Leone,1995,0.231,26.994,4303953.0,0.0,0.329,5367842536.1,0.13
1863,Sierra Leone,2000,0.33,26.393,4584570.0,0.0,0.595,3156875965.1,0.15
1864,Sierra Leone,2005,0.425,26.791,5645629.0,0.0,0.588,5761186662.0,0.17
1865,Sierra Leone,2007,0.487,26.964,5989641.0,0.0,0.725,6495486368.6,0.18
1866,Sierra Leone,2010,0.542,26.925,6415636.0,0.0,0.265,7455363916.6,0.19
1867,Singapore,1950,1.914,27.367,1022095.0,0.03,0.216,3650941200.0,0.24
1868,Singapore,1955,4.053,27.4,1305103.0,0.05,0.228,3846003000.0,0.27
1869,Singapore,1960,1.392,27.626,1633133.0,0.01,0.281,5703129600.0,0.3
1870,Singapore,1965,2.426,27.313,1877826.0,0.02,0.452,7530617900.0,0.36
1871,Singapore,1970,17.833,27.486,2072284.0,0.12,0.292,13795471550.0,0.36
1872,Singapore,1975,23.864,27.147,2259721.0,0.14,0.217,21725485200.0,0.39
1873,Singapore,1980,30.433,27.701,2411690.0,0.16,0.345,32831453900.0,0.42
1874,Singapore,1985,32.397,27.624,2705537.0,0.16,0.404,45678539067.0,0.44
1875,Singapore,1990,43.536,27.856,3012968.0,0.19,0.353,69065568600.0,0.49
1876,Singapore,1995,40.546,28.083,3525964.0,0.17,0.233,110414860939.645,0.53
1877,Singapore,2000,48.394,27.358,4028872.0,0.19,0.364,153483300990.08,0.56
1878,Singapore,2005,36.468,28.251,4265693.0,0.12,0.243,205871273592.403,0.65
1879,Singapore,2007,47.518,28.052000000000003,4578629.0,0.15,0.237,249987814786.532,0.67
1880,Singapore,2010,56.62,28.024,5131170.0,0.17,0.364,301275591676.755,0.69
1881,Slovakia,1990,61.475,15.781,5288455.0,0.27,0.424,65119610384.0,0.52
1882,Slovakia,1995,44.174,15.953,5375470.0,0.19,0.144,63231098364.849,0.52
1883,Slovakia,2000,41.152,17.561,5399207.0,0.16,0.388,74412961966.101,0.52
1884,Slovakia,2005,42.793,16.119999999999994,5398962.0,0.14,0.29,94173030195.223,0.57
1885,Slovakia,2007,40.976,18.753,5398693.0,0.13,0.245,112674940171.579,0.59
1886,Slovakia,2010,38.412,17.241999999999994,5404293.0,0.12,0.226,117478086444.676,0.6
1887,Slovenia,1980,13.241,16.727,1835842.0,0.07,0.36,38769783000.0,0.49
1888,Slovenia,1985,15.301,16.426,1945129.0,0.08,0.221,39553527860.0,0.52
1889,Slovenia,1990,15.083,17.572,2006404.0,0.07,0.396,36026962530.0,0.54
1890,Slovenia,1995,15.342,16.753,1991126.0,0.07,0.189,35329813730.411,0.56
1891,Slovenia,2000,15.043,20.004,1987710.0,0.06,0.325,42615770413.427,0.6
1892,Slovenia,2005,16.905,18.949,1994979.0,0.06,0.1639999999999999,49771965853.403,0.69
1893,Slovenia,2007,17.315,20.278,2012128.0,0.05,0.258,55758202130.963,0.71
1894,Slovenia,2010,16.432,19.178,2043336.0,0.05,0.172,53079738142.63,0.72
1895,South Africa,1890,0.297,11.630999999999998,4746928.0,0.02,0.7290000000000001,,0.09
1896,South Africa,1900,2.33,11.377,5338536.0,0.12,0.565,,0.11
1897,South Africa,1913,18.983,11.477,6668080.0,0.54,0.608,,0.12
1898,South Africa,1925,28.953,10.068,8284016.0,0.78,0.6779999999999999,,0.13
1899,South Africa,1929,30.769,11.85,9001161.0,0.72,0.535,,0.13
1900,South Africa,1933,25.332,10.397,9759485.0,0.76,0.485,,0.14
1901,South Africa,1938,38.699,11.54,10785011.0,0.92,0.408,,0.15
1902,South Africa,1950,61.031,12.103,13628434.0,1.02,0.292,54940789440.0,0.19
1903,South Africa,1955,82.936,10.858,15206501.0,1.11,0.3229999999999999,69327533561.0,0.21
1904,South Africa,1960,97.844,11.063,17099836.0,1.04,0.183,84418517091.0,0.23
1905,South Africa,1965,128.14,9.41,19384838.0,1.13,0.43,112882726866.0,0.26
1906,South Africa,1970,149.618,11.136,22069783.0,1.0,0.214,146627010608.0,0.28
1907,South Africa,1975,185.011,11.834,25195184.0,1.09,0.345,175749500352.0,0.3
1908,South Africa,1980,228.217,11.136,28556771.0,1.17,0.29,204702612824.0,0.31
1909,South Africa,1985,323.89,11.882,32678876.0,1.59,0.378,218712377420.0,0.33
1910,South Africa,1990,312.973,11.061,36800507.0,1.38,0.214,235128504303.0,0.35
1911,South Africa,1995,361.64,11.102,41435761.0,1.54,0.307,269822893228.01,0.36
1912,South Africa,2000,378.255,12.492,44967713.0,1.5,0.1669999999999999,340328921138.76,0.36
1913,South Africa,2005,415.925,12.25,47880595.0,1.41,0.131,451561304974.807,0.33
1914,South Africa,2007,464.8,11.456,49119766.0,1.48,0.235,521805718521.031,0.34
1915,South Africa,2010,466.93,11.278,51216967.0,1.4,0.318,578235141637.828,0.35
1916,South Korea,1913,0.018,19.906,9861608.0,0.0,0.384,12400183857.1,0.04
1917,South Korea,1925,0.089,20.261,11883485.0,0.0,0.274,19115896041.0,0.08
1918,South Korea,1929,0.131,21.861,12674274.0,0.0,0.238,20517274738.8,0.1
1919,South Korea,1933,0.182,21.233,13354832.0,0.01,0.1669999999999999,24100478418.6,0.11
1920,South Korea,1938,0.477,19.875,14160182.0,0.01,0.21,29763717728.4,0.16
1921,South Korea,1950,2.184,20.252,19211387.0,0.04,0.403,20805930562.465,0.19
1922,South Korea,1955,6.445,21.782,21514564.0,0.09,0.253,30416827465.822,0.23
1923,South Korea,1960,12.54,21.036,25329521.0,0.13,0.322,38358210248.052,0.25
1924,South Korea,1965,24.978,21.209,28895557.0,0.22,0.55,55039779351.5,0.28
1925,South Korea,1970,53.716,19.794,32195679.0,0.36,0.302,95910762159.3,0.32
1926,South Korea,1975,81.666,20.616,35378657.0,0.48,0.301,153895958382.7,0.36
1927,South Korea,1980,134.524,21.613000000000003,38045605.0,0.69,0.221,231185464772.4,0.4
1928,South Korea,1985,168.792,20.714,40804406.0,0.83,0.313,361514852371.8,0.45
1929,South Korea,1990,250.469,21.238000000000003,42918416.0,1.1,0.318,594764506000.0,0.51
1930,South Korea,1995,383.696,20.246,45292521.0,1.64,0.262,860793764316.3,0.56
1931,South Korea,2000,440.531,21.628,47379237.0,1.75,0.206,1086261686640.0,0.63
1932,South Korea,2005,499.564,22.485,48701069.0,1.69,0.189,1322354610629.0,0.72
1933,South Korea,2007,522.906,21.734,49034813.0,1.66,0.21,1446721513353.6,0.77
1934,South Korea,2010,595.59,22.452,49545638.0,1.79,0.325,1562822798286.6,0.81
1935,Spain,1870,3.074,21.501,16205974.0,0.58,0.765,29307609000.0,0.11
1936,Spain,1880,4.415,17.695999999999994,16871863.0,0.52,0.476,42484680000.0,0.11
1937,Spain,1890,7.339,19.994,17749983.0,0.57,0.439,43735491000.0,0.13
1938,Spain,1900,11.219,19.797,18592431.0,0.57,0.418,49682616000.0,0.14
1939,Spain,1913,17.419,20.62,20262202.0,0.5,0.296,62146621000.0,0.17
1940,Spain,1925,19.053,19.092,22314097.0,0.51,0.348,83037700000.0,0.21
1941,Spain,1929,23.97,20.266,23214422.0,0.56,0.254,96855330000.0,0.23
1942,Spain,1933,18.706,18.006,24118939.0,0.56,0.366,89010180000.0,0.25
1943,Spain,1938,13.221,21.026,25280213.0,0.32,0.424,66635444000.0,0.24
1944,Spain,1950,33.035,20.751,28069734.0,0.55,0.272,97210103832.0,0.3
1945,Spain,1955,40.272,19.801,29048392.0,0.54,0.231,130233865290.0,0.34
1946,Spain,1960,48.866,20.86,30402413.0,0.52,0.301,154339658919.0,0.38
1947,Spain,1965,71.02,20.727,32146255.0,0.63,0.562,238067071620.0,0.41
1948,Spain,1970,116.766,19.471,33883749.0,0.78,0.316,322199191769.0,0.44
1949,Spain,1975,181.054,18.753,35879210.0,1.06,0.268,448847375235.0,0.47
1950,Spain,1980,213.912,18.715,37698200.0,1.1,0.255,525136946880.0,0.51
1951,Spain,1985,199.931,19.953,38733866.0,0.98,0.336,566076990570.0,0.54
1952,Spain,1990,231.194,20.59,39202524.0,1.02,0.325,756125026335.0,0.59
1953,Spain,1995,267.458,20.118,39787413.0,1.14,0.154,865579000061.772,0.62
1954,Spain,2000,311.385,21.205,40824745.0,1.23,0.276,1108745393457.27,0.67
1955,Spain,2005,369.681,22.747,44019118.0,1.25,0.17,1365024085135.39,0.71
1956,Spain,2007,368.546,19.816,45429071.0,1.17,0.279,1498934262541.26,0.76
1957,Spain,2010,283.873,19.872,46931011.0,0.85,0.272,1498927258253.0,0.81
1958,Sri Lanka,1950,1.627,27.828000000000003,7971098.0,0.03,0.194,15043594709.0,0.24
1959,Sri Lanka,1955,1.663,27.264,8778441.0,0.02,0.258,18526443049.0,0.28
1960,Sri Lanka,1960,2.257,28.14,9874476.0,0.02,0.281,20461441296.0,0.29
1961,Sri Lanka,1965,2.656,28.056,11110825.0,0.02,0.389,23850109650.0,0.3
1962,Sri Lanka,1970,3.593,28.39,12485736.0,0.02,0.359,30146122080.0,0.31
1963,Sri Lanka,1975,2.893,27.786,13755141.0,0.02,0.383,33538555762.0,0.32
1964,Sri Lanka,1980,3.389,28.728,15035840.0,0.02,0.314,43918264490.0,0.35
1965,Sri Lanka,1985,3.917,27.332,16176282.0,0.02,0.373,56399375240.0,0.36
1966,Sri Lanka,1990,3.831,28.155,17325769.0,0.02,0.266,67098669120.0,0.38
1967,Sri Lanka,1995,5.814,28.528,18242917.0,0.02,0.269,85976456382.444,0.4
1968,Sri Lanka,2000,10.134,28.138,18777606.0,0.04,0.301,109929503052.596,0.43
1969,Sri Lanka,2005,11.935,28.746,19544988.0,0.04,0.255,126997197779.698,0.46
1970,Sri Lanka,2007,12.152,28.434,19842044.0,0.04,0.245,144588124694.446,0.46
1971,Sri Lanka,2010,13.051,28.999,20261738.0,0.04,0.27,168381514470.315,0.49
