,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI
1033,Iraq,1985,44.196,31.803,15555807.0,0.22,0.5670000000000001,98367610160.0,0.28
1034,Iraq,1990,49.057,32.663000000000004,17419113.0,0.22,0.349,71051762436.0,0.27
1035,Iraq,1995,74.083,32.285000000000004,20149342.0,0.32,0.388,41889727194.855,0.25
1036,Iraq,2000,71.716,33.215,23497589.0,0.28,0.322,89277113296.66,0.27
1037,Iraq,2005,112.764,32.478,26922279.0,0.38,0.31,180541582462.759,0.28
1038,Iraq,2007,61.169,33.75,27911242.0,0.19,0.187,220479592056.912,0.33
1039,Iraq,2010,110.066,34.475,29741977.0,0.33,0.101,318132273507.674,0.35
1040,Ireland,1870,,14.089,5406175.0,,1.0759999999999998,15330351000.0,0.17
1041,Ireland,1880,0.352,12.751,5152419.0,0.04,0.481,,0.2
1042,Ireland,1890,,13.035,4690478.0,,0.54,,0.22
1043,Ireland,1900,,13.574000000000002,4430989.0,,0.74,,0.24
1044,Ireland,1913,0.224,12.615,4319240.0,0.01,0.356,18952906000.0,0.28
1045,Ireland,1925,6.035,13.999,3527551.0,0.16,0.3,12241485000.0,0.31
1046,Ireland,1929,9.999,12.667,3030681.0,0.23,0.288,13219437000.0,0.33
1047,Ireland,1933,9.266,14.168,2894506.0,0.28,0.358,13219406000.0,0.33
1048,Ireland,1938,9.966,13.027,2909794.0,0.24,0.449,14288505000.0,0.34
1049,Ireland,1950,9.726,14.565,2912682.0,0.16,0.304,16308451072.0,0.4
1050,Ireland,1955,11.715,13.196,2873410.0,0.16,0.316,18219998984.0,0.43
1051,Ireland,1960,11.169,14.732,2791390.0,0.12,0.291,19328400000.0,0.46
1052,Ireland,1965,13.717,13.423,2823644.0,0.12,0.502,23154676000.0,0.48
1053,Ireland,1970,19.394,15.248,2908430.0,0.13,0.253,29149938100.0,0.49
1054,Ireland,1975,22.048,14.028,3137181.0,0.13,0.352,37053672600.0,0.5
1055,Ireland,1980,26.272,12.922,3384760.0,0.13,0.156,46301214000.0,0.52
1056,Ireland,1985,26.75,12.365,3510978.0,0.13,0.32,52512360000.0,0.55
1057,Ireland,1990,32.944,12.925,3510881.0,0.14,0.301,66087471600.0,0.58
1058,Ireland,1995,35.852,14.447,3592180.0,0.15,0.243,87428765996.146,0.61
1059,Ireland,2000,45.249,13.839,3783095.0,0.18,0.226,147422874007.042,0.65
1060,Ireland,2005,48.156,14.719,4141218.0,0.16,0.24,204428609096.922,0.73
1061,Ireland,2007,47.664,14.525,4324649.0,0.15,0.284,229784275031.259,0.8
1062,Ireland,2010,41.794,15.106,4554330.0,0.13,0.242,221367779804.418,0.83
1063,Israel,1950,1.669,24.885,1257968.0,0.03,0.414,5774728190.0,0.32
1064,Israel,1955,4.815,26.651,1691873.0,0.06,0.428,10453216768.0,0.37
1065,Israel,1960,6.46,25.255,2060476.0,0.07,0.284,15917732335.0,0.43
1066,Israel,1965,12.929,26.624,2490322.0,0.11,0.444,25774105448.0,0.45
1067,Israel,1970,16.559,25.09,2813746.0,0.11,0.249,37492043242.0,0.45
1068,Israel,1975,19.54,25.194000000000003,3296931.0,0.11,0.334,54258218592.0,0.46
1069,Israel,1980,20.985,26.028,3700916.0,0.11,0.329,65435677284.0,0.49
1070,Israel,1985,24.613,25.644,4035062.0,0.12,0.311,75693884350.0,0.53
1071,Israel,1990,35.824,25.476,4448348.0,0.16,0.377,93268262832.0,0.54
1072,Israel,1995,49.866,26.889,5271368.0,0.21,0.19,125242884841.291,0.58
1073,Israel,2000,59.519,26.587,5945949.0,0.24,0.173,159558364277.855,0.63
1074,Israel,2005,56.524,25.684,6529470.0,0.19,0.117,173480331804.226,0.69
1075,Israel,2007,62.8,26.773000000000003,6847148.0,0.2,0.156,193502155545.579,0.74
1076,Israel,2010,68.287,27.224,7346446.0,0.2,0.211,211431163341.337,0.75
1077,Italy,1870,2.678,19.605,27781643.0,0.5,0.895,78821547201.6,0.12
1078,Italy,1880,5.067,17.995,29413896.0,0.59,0.404,82577064000.0,0.13
1079,Italy,1890,12.208,18.241,31475731.0,0.94,0.3670000000000001,94281748000.0,0.15
1080,Italy,1900,13.909,19.221,33442744.0,0.71,0.332,109905408000.0,0.17
1081,Italy,1913,29.964,19.079,36438143.0,0.86,0.4270000000000001,151115136000.0,0.2
1082,Italy,1925,30.968,19.362,38631982.0,0.83,0.419,179375700000.0,0.23
1083,Italy,1929,44.027,20.102,39994786.0,1.03,0.332,197852941000.0,0.25
1084,Italy,1933,30.474,16.938,41368979.0,0.92,0.38,188473042000.0,0.26
1085,Italy,1938,44.979,20.694000000000003,43131580.0,1.07,0.518,216270039000.0,0.29
1086,Italy,1950,41.431,21.398000000000003,46598599.0,0.69,0.299,262940110000.0,0.33
1087,Italy,1955,73.266,19.185,48335577.0,0.98,0.225,362461749000.0,0.36
1088,Italy,1960,109.203,19.942,49699947.0,1.16,0.403,473363368000.0,0.39
1089,Italy,1965,189.528,19.19,51677247.0,1.67,0.513,629615768100.0,0.41
1090,Italy,1970,296.365,19.881,53518966.0,1.99,0.32,831317761200.0,0.48
1091,Italy,1975,341.052,18.108,55265280.0,2.0,0.218,951557540962.0,0.49
1092,Italy,1980,386.433,17.846,56349352.0,1.98,0.292,1183161685873.0,0.53
1093,Italy,1985,368.982,19.005,56936776.0,1.82,0.272,1274693669835.0,0.54
1094,Italy,1990,439.55,19.804,57048237.0,1.93,0.293,1475485264658.0,0.57
1095,Italy,1995,449.826,18.675,57174412.0,1.92,0.195,1630198155276.04,0.6
1096,Italy,2000,470.493,21.373,56692178.0,1.86,0.301,1863750496092.61,0.65
1097,Italy,2005,502.26,21.09,58281209.0,1.7,0.228,2022361947688.81,0.71
1098,Italy,2007,490.603,20.962,58747862.0,1.56,0.225,2122822609592.06,0.75
1099,Italy,2010,436.154,20.172,59325232.0,1.31,0.321,2061694152230.08,0.76
1100,Jamaica,1950,0.271,26.871,1402903.0,0.0,0.325,2928323250.0,0.26
1101,Jamaica,1955,0.985,26.769,1540957.0,0.01,0.289,4793952100.0,0.28
1102,Jamaica,1960,1.468,26.912,1628524.0,0.02,0.851,6902446320.0,0.33
1103,Jamaica,1965,2.989,27.073,1756508.0,0.03,0.489,8698580918.0,0.36
1104,Jamaica,1970,4.989,27.498,1875637.0,0.03,0.391,11925133245.0,0.38
1105,Jamaica,1975,8.181,27.5,2028019.0,0.05,0.443,12900803391.0,0.41
1106,Jamaica,1980,8.445,28.145,2162839.0,0.04,0.815,11088294925.0,0.41
1107,Jamaica,1985,5.042,27.534,2335510.0,0.02,0.371,11161990728.0,0.41
1108,Jamaica,1990,7.527,27.78,2419901.0,0.03,0.294,14169709270.0,0.42
1109,Jamaica,1995,9.173,28.096,2533705.0,0.04,0.423,16727488599.966,0.43
1110,Jamaica,2000,10.314,27.604,2654698.0,0.04,0.254,17441458841.634,0.44
1111,Jamaica,2005,10.417,28.027,2740000.0,0.04,0.249,19174920628.036,0.44
1112,Jamaica,2007,10.749,28.174,2768229.0,0.03,0.385,20046347040.456,0.45
1113,Jamaica,2010,7.677,28.288,2810464.0,0.02,0.675,18949014386.001,0.45
1114,Japan,1870,0.018,18.815,34388672.0,0.0,1.813,54410460000.0,0.09
1115,Japan,1880,2.349,17.633,36672261.0,0.28,0.594,,0.13
1116,Japan,1890,6.756,18.969,39847686.0,0.52,0.487,74285741305.8,0.14
1117,Japan,1900,19.412,17.685,43805856.0,0.99,0.44,93641721211.8,0.18
1118,Japan,1913,54.315,17.575,50816410.0,1.56,0.122,125595255000.0,0.21
1119,Japan,1925,82.011,18.992,59230123.0,2.21,0.238,203229178788.0,0.23
1120,Japan,1929,94.88,18.375,62625034.0,2.23,0.136,231794743254.8,0.26
1121,Japan,1933,91.342,19.336,66007085.0,2.75,0.186,254404911809.4,0.28
1122,Japan,1938,131.735,18.663,70368151.0,3.14,0.143,305977481426.9,0.3
1123,Japan,1950,102.541,19.101,82802084.0,1.71,0.181,256610910000.0,0.36
1124,Japan,1955,141.875,19.845,89018255.0,1.91,0.217,396713120020.0,0.42
1125,Japan,1960,232.5,18.712,93673612.0,2.48,0.287,597858267852.0,0.45
1126,Japan,1965,386.471,18.869,98447007.0,3.41,0.455,935329889106.0,0.49
1127,Japan,1970,767.963,18.236,104929260.0,5.15,0.283,1615677561932.0,0.52
1128,Japan,1975,868.511,19.048,112413362.0,5.09,0.241,2017465083512.0,0.56
1129,Japan,1980,944.869,20.161,117816942.0,4.85,0.227,2500143641836.0,0.6
1130,Japan,1985,912.401,18.155,121883483.0,4.49,0.332,2950873684395.0,0.63
1131,Japan,1990,1158.007,20.377,124505243.0,5.09,0.283,3699821562651.0,0.66
1132,Japan,1995,1239.62,17.907999999999994,126365486.0,5.29,0.171,4003033419980.69,0.67
1133,Japan,2000,1264.375,19.393,127524168.0,5.01,0.269,4215551823735.38,0.72
1134,Japan,2005,1290.371,20.47,128326115.0,4.36,0.233,4456733937388.24,0.76
1135,Japan,2007,1303.134,20.092,128494050.0,4.14,0.194,4589237840215.05,0.78
1136,Japan,2010,1214.816,20.337,128542349.0,3.64,0.299,4464955831084.99,0.8
1137,Jordan,1950,0.172,26.081,481319.0,0.0,0.597,1487884354.0,0.13
1138,Jordan,1955,0.381,28.124,682975.0,0.01,0.424,1779213450.0,0.18
1139,Jordan,1960,0.743,26.608,933102.0,0.01,0.357,3151384710.0,0.2
1140,Jordan,1965,1.42,28.067,1173603.0,0.01,0.382,5385863262.0,0.22
1141,Jordan,1970,1.556,26.555,1721315.0,0.01,0.37,5738297462.0,0.27
1142,Jordan,1975,2.489,26.354,2065916.0,0.01,0.441,7422786320.0,0.3
1143,Jordan,1980,4.696,27.675,2377997.0,0.02,0.195,15444604787.0,0.35
1144,Jordan,1985,8.422,26.892,2900055.0,0.04,0.462,19913089500.0,0.38
1145,Jordan,1990,10.476,27.126,3565888.0,0.05,0.272,19715854376.0,0.39
1146,Jordan,1995,13.208,28.122,4588842.0,0.06,0.204,28377887963.627,0.42
1147,Jordan,2000,15.2,28.102,5122495.0,0.06,0.185,35716133661.668,0.44
1148,Jordan,2005,20.437,27.057,5765639.0,0.07,0.1639999999999999,52009521309.292,0.48
1149,Jordan,2007,21.436,28.177,6255290.0,0.07,0.143,62595024703.582,0.48
1150,Jordan,2010,20.615,28.773000000000003,7261541.0,0.06,0.354,77063828478.264,0.49
1151,Kazakhstan,1990,281.461,22.651,16383881.0,1.24,0.332,194940981328.0,0.51
1152,Kazakhstan,1995,178.381,22.315,15839357.0,0.76,0.355,122950922297.646,0.47
1153,Kazakhstan,2000,149.054,21.808000000000003,14922724.0,0.59,0.317,142758054868.95,0.46
1154,Kazakhstan,2005,201.8,22.514,15402803.0,0.68,0.287,240091850177.832,0.53
1155,Kazakhstan,2007,227.55,20.977,15702112.0,0.72,0.248,292533537806.449,0.53
1156,Kazakhstan,2010,249.067,23.636,16252273.0,0.75,0.223,333426869781.871,0.53
1157,Kenya,1950,0.909,23.048,6076757.0,0.02,0.74,6353788992.0,0.11
1158,Kenya,1955,1.985,22.917,6987658.0,0.03,0.335,8046894856.0,0.12
1159,Kenya,1960,2.424,23.351,8120082.0,0.03,0.348,9437448839.0,0.14
1160,Kenya,1965,2.464,22.861,9530163.0,0.02,0.392,11306227936.0,0.15
1161,Kenya,1970,3.078,23.377,11301394.0,0.02,0.277,16398391356.0,0.17
1162,Kenya,1975,4.968,23.08,13575898.0,0.03,0.161,20176987828.0,0.2
1163,Kenya,1980,6.152,23.646,16417203.0,0.03,0.239,27353659525.0,0.24
1164,Kenya,1985,3.716,22.994,19877078.0,0.02,0.255,31697426752.0,0.26
1165,Kenya,1990,5.687,23.26,23724574.0,0.02,0.276,41570970840.0,0.27
1166,Kenya,1995,7.406,23.904,27768297.0,0.03,0.22,48490932610.21,0.26
1167,Kenya,2000,10.391,23.794,31964557.0,0.04,0.233,59408909599.96,0.25
1168,Kenya,2005,8.338,23.894,36624897.0,0.03,0.217,77598872681.707,0.26
1169,Kenya,2007,9.541,23.878,38705934.0,0.03,0.16,91061404075.425,0.26
1170,Kenya,2010,11.745,24.271,42030684.0,0.04,0.37,108091064556.254,0.28
1171,Kuwait,1950,0.385,33.883,153103.0,0.01,0.764,6664091994.0,0.19
1172,Kuwait,1955,1.847,34.465,181893.0,0.02,0.7709999999999999,9596417463.0,0.24
1173,Kuwait,1960,7.797,34.761,269026.0,0.08,0.508,13421785741.0,0.3
1174,Kuwait,1965,35.391,35.136,472032.0,0.31,0.5379999999999999,17859849853.0,0.33
1175,Kuwait,1970,25.021,34.271,744444.0,0.17,0.454,36573030354.0,0.37
1176,Kuwait,1975,16.813,34.79,1021725.0,0.1,0.524,29149523400.0,0.38
1177,Kuwait,1980,24.616,35.32,1368680.0,0.13,1.4680000000000002,28976093426.0,0.41
1178,Kuwait,1985,29.07,34.015,1735278.0,0.14,0.5589999999999999,22552704360.0,0.43
1179,Kuwait,1990,37.807,35.637,2095350.0,0.17,0.477,20899601327.0,0.44
1180,Kuwait,1995,54.59,34.955,1605907.0,0.23,0.7879999999999999,45232793521.356,0.43
1181,Kuwait,2000,53.385,35.623000000000005,2045123.0,0.21,0.305,74939591664.499,0.51
1182,Kuwait,2005,71.166,35.681,2270196.0,0.24,0.6459999999999999,146114080851.101,0.57
1183,Kuwait,2007,74.875,36.314,2504026.0,0.24,0.35,187112486790.823,0.55
1184,Kuwait,2010,89.272,37.302,2991884.0,0.27,0.175,210625825072.595,0.57
1185,Kyrgyzstan,1990,19.369,16.932000000000002,4372885.0,0.09,0.517,25164234612.0,0.48
1186,Kyrgyzstan,1995,4.512,15.572,4566096.0,0.02,0.32,12537071816.441,0.43
1187,Kyrgyzstan,2000,4.602,15.511,4920712.0,0.02,0.467,15667580318.507,0.43
1188,Kyrgyzstan,2005,5.515,16.348,5075340.0,0.02,0.32,17942170492.737,0.45
1189,Kyrgyzstan,2007,6.519,16.287,5184384.0,0.02,0.447,19684078833.136,0.46
1190,Kyrgyzstan,2010,6.314,14.4,5422298.0,0.02,0.305,21037254107.458,0.47
1191,Laos,1955,0.026,26.637,1890850.0,0.0,0.322,1532826000.0,0.1
1192,Laos,1960,0.081,27.699,2120892.0,0.0,0.342,1780239000.0,0.11
1193,Laos,1965,0.18,26.55,2382586.0,0.0,0.414,2077650000.0,0.11
1194,Laos,1970,0.572,26.864,2688429.0,0.0,0.221,2418250000.0,0.13
1195,Laos,1975,0.253,26.806,3051583.0,0.0,0.343,3157839000.0,0.14
1196,Laos,1980,0.187,26.742,3258149.0,0.0,0.213,3470822000.0,0.19
1197,Laos,1985,0.205,26.847,3687889.0,0.0,0.252,5053974000.0,0.2
1198,Laos,1990,0.513,26.81900000000001,4258471.0,0.0,0.448,6235010000.0,0.22
1199,Laos,1995,0.671,27.553,4846477.0,0.0,0.304,8730282224.0,0.24
1200,Laos,2000,0.96,26.462,5323701.0,0.0,0.215,12209285533.2,0.27
1201,Laos,2005,1.337,27.567,5751675.0,0.0,0.195,17208610865.6,0.3
1202,Laos,2007,1.835,27.863000000000003,5944950.0,0.01,0.269,20454812343.5,0.31
1203,Laos,2010,3.005,28.29,6249168.0,0.01,0.282,26198017590.4,0.34
1204,Latvia,1980,23.275,17.232,2521381.0,0.12,0.245,34684696277.0,0.51
1205,Latvia,1985,25.687,14.779000000000002,2580763.0,0.13,0.435,37201218565.0,0.52
1206,Latvia,1990,19.661,15.292,2664447.0,0.09,0.242,42100703540.0,0.53
1207,Latvia,1995,9.134,18.021,2508476.0,0.04,0.19,21646094219.92,0.48
1208,Latvia,2000,7.081,15.134,2384150.0,0.03,0.263,26780789136.99,0.52
1209,Latvia,2005,7.811,15.19,2251996.0,0.03,0.39,38221838178.879,0.6
1210,Latvia,2007,8.637,17.313,2198089.0,0.03,0.263,46307685973.236,0.63
1211,Latvia,2010,8.554,16.01,2118855.0,0.03,0.322,35958492486.9,0.63
1212,Lebanon,1950,1.512,23.017,1334617.0,0.03,0.397,5281524160.0,0.23
1213,Lebanon,1955,1.621,25.311,1532120.0,0.02,0.378,10942504850.0,0.25
1214,Lebanon,1960,2.576,23.641,1804935.0,0.03,0.26,10381597820.0,0.26
1215,Lebanon,1965,3.312,25.042,2092373.0,0.03,0.504,13524814540.0,0.3
1216,Lebanon,1970,3.941,23.656,2297436.0,0.03,0.249,16881377436.0,0.33
1217,Lebanon,1975,6.265,23.616,2575746.0,0.04,0.378,17794435032.0,0.35
1218,Lebanon,1980,5.89,24.098000000000003,2588928.0,0.03,0.487,14227047936.0,0.37
1219,Lebanon,1985,7.765,23.982,2651992.0,0.04,0.339,18218143800.0,0.37
1220,Lebanon,1990,7.868,23.969,2803032.0,0.03,0.388,9719893964.0,0.37
1221,Lebanon,1995,12.255,25.167,3528379.0,0.05,0.218,24166460063.313,0.4
1222,Lebanon,2000,15.466,25.199,3842774.0,0.06,0.214,31977721194.668,0.44
1223,Lebanon,2005,16.65,23.987,4698761.0,0.06,0.254,52444898234.576,0.45
1224,Lebanon,2007,13.746,25.266,4767347.0,0.04,0.097,60406929837.19,0.44
1225,Lebanon,2010,19.997,25.249,4953064.0,0.06,0.242,86947321123.4,0.47
1226,Lesotho,1990,1.473,7.157,1703757.0,0.01,0.22,3205046000.0,0.28
1227,Lesotho,1995,1.707,7.115,1898598.0,0.01,0.425,3490315752.0,0.29
1228,Lesotho,2000,1.85,8.603,2032805.0,0.01,0.35,3769602202.8,0.27
1229,Lesotho,2005,2.012,8.76,1996115.0,0.01,0.406,3870538591.6,0.25
1230,Lesotho,2007,2.074,7.462999999999999,1986926.0,0.01,0.444,4038812471.7,0.26
1231,Lesotho,2010,2.275,7.358,1995575.0,0.01,0.295,4442653632.0,0.25
1232,Liberia,1950,0.048,25.203000000000003,930022.0,0.0,0.349,2596424000.0,0.08
1233,Liberia,1955,0.059,25.062,1011367.0,0.0,0.149,3205312000.0,0.09
1234,Liberia,1960,0.165,25.163,1118655.0,0.0,0.5660000000000001,3876070000.0,0.1
1235,Liberia,1965,0.557,25.175,1245104.0,0.0,0.627,4399551000.0,0.12
1236,Liberia,1970,1.451,25.572,1400730.0,0.01,0.346,6226429000.0,0.14
1237,Liberia,1975,1.484,25.177,1600454.0,0.01,0.183,6999468000.0,0.14
1238,Liberia,1980,2.038,25.379,1852991.0,0.01,0.4,7688404000.0,0.15
1239,Liberia,1985,0.716,25.318,2145756.0,0.0,0.371,7070847000.0,0.15
1240,Liberia,1990,0.467,25.839,2075917.0,0.0,0.224,3680820000.0,0.15
1241,Liberia,1995,0.423,25.989,2044657.0,0.0,0.236,783478707.5,0.17
1242,Liberia,2000,0.421,25.623,2848447.0,0.0,0.457,2767093251.0,0.23
1243,Liberia,2005,0.654,25.717,3218114.0,0.0,0.442,2369891656.8,0.21
1244,Liberia,2007,0.629,26.009,3461911.0,0.0,0.574,2664910083.0,0.22
1245,Liberia,2010,0.761,26.227,3891357.0,0.0,0.228,3260614995.0,0.23
1246,Libya,1950,0.143,29.196,1124519.0,0.0,0.765,596009100.0,0.11
1247,Libya,1955,0.429,30.516,1245355.0,0.01,0.452,905837325.0,0.13
1248,Libya,1960,0.692,30.095,1448416.0,0.01,0.484,1770103881.0,0.16
1249,Libya,1965,1.015,29.453000000000003,1733307.0,0.01,0.562,6314841530.0,0.2
1250,Libya,1970,32.305,29.654,2133527.0,0.22,0.433,13176476742.0,0.25
1251,Libya,1975,11.568,29.167,2645136.0,0.07,0.416,17658332432.0,0.27
1252,Libya,1980,26.781,30.09800000000001,3219462.0,0.14,0.416,26794355465.0,0.33
1253,Libya,1985,31.002,30.97600000000001,3873781.0,0.15,0.473,22390670824.0,0.34
1254,Libya,1990,36.514,30.76,4436663.0,0.16,0.544,20372078825.0,0.37
1255,Libya,1995,45.69,32.08,4948796.0,0.19,0.411,31943534790.562,0.42
1256,Libya,2000,47.515,29.132,5357893.0,0.19,0.66,49983477927.158,0.46
1257,Libya,2005,56.989,29.916,5798615.0,0.19,0.384,94523190260.074,0.48
1258,Libya,2007,49.977,31.361,5974786.0,0.16,0.342,123716339759.211,0.51
1259,Libya,2010,60.653,32.078,6197667.0,0.18,0.319,187528523657.18,0.53
1260,Lithuania,1980,36.433,16.512999999999998,3430760.0,0.19,0.216,43744970126.0,0.54
1261,Lithuania,1985,40.311,14.831,3562399.0,0.2,0.442,47660894184.0,0.53
1262,Lithuania,1990,35.768,15.473,3696035.0,0.16,0.228,51021990324.0,0.52
1263,Lithuania,1995,15.092,17.546,3626609.0,0.06,0.142,30095166781.674,0.49
1264,Lithuania,2000,11.876,15.423,3501842.0,0.05,0.206,37788341791.271,0.53
1265,Lithuania,2005,14.117,15.149,3344259.0,0.05,0.246,54504800706.928,0.61
1266,Lithuania,2007,15.824,17.651,3258984.0,0.05,0.199,65020496827.839,0.63
1267,Lithuania,2010,13.945,16.417,3123825.0,0.04,0.226,57760001538.288,0.64
1268,Madagascar,1933,0.004,19.825,3087728.0,0.0,0.48,,0.09
1269,Madagascar,1938,,19.908,3310006.0,,0.419,,0.1
1270,Madagascar,1950,0.304,19.739,4083548.0,0.01,0.4320000000000001,7004582492.0,0.12
1271,Madagascar,1955,0.304,19.411,4543540.0,0.0,0.285,8389455789.0,0.13
1272,Madagascar,1960,0.399,20.106,5099368.0,0.0,0.3,9828725753.0,0.14
1273,Madagascar,1965,0.557,18.717,5769215.0,0.0,0.6779999999999999,10525386936.0,0.16
1274,Madagascar,1970,0.971,20.295,6576305.0,0.01,0.393,13220068376.0,0.17
1275,Madagascar,1975,1.693,19.974,7556032.0,0.01,0.251,13648803050.0,0.19
1276,Madagascar,1980,1.614,19.819000000000003,8716549.0,0.01,0.352,14601291600.0,0.2
1277,Madagascar,1985,1.053,19.754,10063493.0,0.01,0.277,12997107072.0,0.2
1278,Madagascar,1990,0.93,20.48,11598647.0,0.0,0.303,14680679416.0,0.2
1279,Madagascar,1995,1.288,20.244,13475403.0,0.01,0.281,15289517777.308,0.2
1280,Madagascar,2000,1.867,20.538,15766806.0,0.01,0.26,19464168889.006,0.22
1281,Madagascar,2005,1.727,20.883000000000003,18336722.0,0.01,0.288,23144979106.991,0.25
1282,Madagascar,2007,1.724,20.54,19433520.0,0.01,0.366,26556519397.32,0.25
1283,Madagascar,2010,1.872,21.442,21151640.0,0.01,0.365,28135004366.977,0.26
1284,Malawi,1950,0.235,17.489,2953871.0,0.0,0.152,1453365600.0,0.07
1285,Malawi,1955,0.411,17.880000000000006,3270545.0,0.01,0.187,1741719420.0,0.09
1286,Malawi,1960,0.438,18.669,3659980.0,0.0,0.234,2166878832.0,0.11
1287,Malawi,1965,0.348,17.279,4134464.0,0.0,0.396,2477622135.0,0.11
1288,Malawi,1970,0.454,18.584,4703783.0,0.0,0.203,3214248206.0,0.12
1289,Malawi,1975,0.578,18.055,5384798.0,0.0,0.493,4966366606.0,0.14
1290,Malawi,1980,0.708,17.254,6250434.0,0.0,0.146,6283546048.0,0.15
1291,Malawi,1985,0.553,17.720000000000006,7268271.0,0.0,0.175,7081270728.0,0.16
1292,Malawi,1990,0.74,19.909,9404499.0,0.0,0.669,8210711250.0,0.17
1293,Malawi,1995,0.907,18.427,9844418.0,0.0,0.255,9062586330.962,0.2
1294,Malawi,2000,0.865,18.781,11148751.0,0.0,0.374,10965810464.585,0.22
1295,Malawi,2005,0.905,20.628,12625950.0,0.0,0.28,12058076740.126,0.22
1296,Malawi,2007,0.969,18.801,13341808.0,0.0,0.183,13731751887.984,0.23
1297,Malawi,2010,1.025,19.024,14539609.0,0.0,0.41,16885784521.579,0.23
1298,Malaysia,1890,0.007,25.407,1533320.0,0.0,0.525,,0.04
1299,Malaysia,1900,0.059,26.324,2129124.0,0.0,0.588,1825202376.0,0.05
1300,Malaysia,1913,0.062,25.809,2912576.0,0.0,0.483,3974380098.0,0.06
1301,Malaysia,1925,2.964,25.894,3733371.0,0.08,0.505,6843330302.6,0.07
1302,Malaysia,1929,4.115,25.927,4074267.0,0.1,0.223,13898990892.8,0.09
1303,Malaysia,1933,1.59,26.26,4433590.0,0.05,0.219,13106755392.5,0.1
1304,Malaysia,1938,1.913,26.159,4919810.0,0.05,0.342,13097292068.0,0.12
1305,Malaysia,1950,3.655,26.464,6109902.0,0.06,0.204,15987990515.0,0.18
1306,Malaysia,1955,7.43,26.11,7038910.0,0.1,0.161,17014372440.0,0.21
1307,Malaysia,1960,4.201,26.499,8156342.0,0.04,0.278,20557094427.0,0.23
1308,Malaysia,1965,8.38,26.359,9526558.0,0.07,0.406,27746652904.0,0.24
1309,Malaysia,1970,14.586,26.593000000000004,10804131.0,0.1,0.325,36156455824.0,0.27
1310,Malaysia,1975,19.445,26.242,12162189.0,0.11,0.151,51780285963.0,0.3
1311,Malaysia,1980,28.033,26.54,13798094.0,0.14,0.214,80232407808.0,0.33
1312,Malaysia,1985,36.33,26.819000000000003,15598924.0,0.18,0.37,103003217434.0,0.36
1313,Malaysia,1990,54.269,26.996,18029824.0,0.24,0.208,143192116731.0,0.39
1314,Malaysia,1995,113.934,26.979,20487604.0,0.49,0.122,233476948760.239,0.42
1315,Malaysia,2000,126.203,26.303,23194252.0,0.5,0.227,305415976532.364,0.46
1316,Malaysia,2005,181.333,27.079,25690615.0,0.61,0.158,397908659924.328,0.48
1317,Malaysia,2007,182.455,26.913,26720367.0,0.58,0.1639999999999999,453156776230.558,0.5
1318,Malaysia,2010,215.935,27.099,28208028.0,0.65,0.242,514171988796.046,0.51
1319,Mali,1960,0.121,33.408,5263727.0,0.0,0.33,3825022038.0,0.06
1320,Mali,1965,0.198,32.702000000000005,5568495.0,0.0,0.506,4385209216.0,0.07
1321,Mali,1970,0.202,34.423,5949042.0,0.0,0.458,5180024710.0,0.08
1322,Mali,1975,0.341,33.767,6482282.0,0.0,0.293,6105587946.0,0.09
1323,Mali,1980,0.391,34.264,7090124.0,0.0,0.316,7893522704.0,0.1
1324,Mali,1985,0.405,34.666000000000004,7831888.0,0.0,0.598,8016484014.0,0.1
1325,Mali,1990,0.422,34.45800000000001,8449915.0,0.0,0.333,9628796712.0,0.11
1326,Mali,1995,0.595,34.493,9585660.0,0.0,0.506,10736651622.664,0.12
1327,Mali,2000,1.066,33.819,10946448.0,0.0,0.228,12490369076.348,0.14
1328,Mali,2005,1.455,33.194,12775509.0,0.0,1.3019999999999998,16700207951.694,0.17
1329,Mali,2007,1.788,34.508,13651455.0,0.01,0.509,17779654106.556,0.17
1330,Mali,2010,2.088,34.242000000000004,15049352.0,0.01,0.187,20054726220.271,0.18
1331,Malta,1980,1.022,21.577,331494.0,0.01,0.417,3246888920.0,0.42
1332,Malta,1985,1.198,23.232000000000006,346254.0,0.01,0.413,3531468864.0,0.45
1333,Malta,1990,2.408,23.509,362017.0,0.01,0.496,4761399713.0,0.49
1334,Malta,1995,2.46,23.388,376893.0,0.01,0.588,6229765182.251,0.52
1335,Malta,2000,2.546,23.675,393649.0,0.01,0.454,8014504148.014,0.56
1336,Malta,2005,2.654,23.363000000000003,404659.0,0.01,0.643,8894058507.857,0.59
1337,Malta,2007,2.738,24.604000000000006,407854.0,0.01,0.5329999999999999,9425146763.704,0.6
1338,Malta,2010,2.58,23.011000000000006,414257.0,0.01,0.429,9849064604.149,0.62
1339,Mauritania,1960,0.037,32.741,850377.0,0.0,0.358,1019821000.0,0.06
1340,Mauritania,1965,0.161,32.796,985907.0,0.0,0.521,1622810000.0,0.09
1341,Mauritania,1970,0.429,33.724000000000004,1146776.0,0.0,0.346,1995372000.0,0.11
1342,Mauritania,1975,0.509,32.974000000000004,1330594.0,0.0,0.457,2385396000.0,0.12
1343,Mauritania,1980,0.63,33.751999999999995,1540644.0,0.0,0.451,2598690000.0,0.15
1344,Mauritania,1985,0.656,33.897,1780033.0,0.0,0.526,2587946000.0,0.17
