,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI,LandMaxTemperature,LandMinTemperature
668,Indonesia,1975,53.933,25.864,130680730.0,0.32,0.156,313087932966.6,0.22,14.383666666666665,3.121083333333333
669,Iran,1975,139.214,27.613000000000003,32729772.0,0.82,0.337,311929468260.0,0.25,14.383666666666665,3.121083333333333
670,Iraq,1975,33.12,32.22,11684579.0,0.19,0.43,76468255912.0,0.24,14.383666666666665,3.121083333333333
671,Ireland,1975,22.048,14.028,3137181.0,0.13,0.352,37053672600.0,0.5,14.383666666666665,3.121083333333333
672,Israel,1975,19.54,25.194000000000003,3296931.0,0.11,0.334,54258218592.0,0.46,14.383666666666665,3.121083333333333
673,Italy,1975,341.052,18.108,55265280.0,2.0,0.218,951557540962.0,0.49,14.383666666666665,3.121083333333333
674,Jamaica,1975,8.181,27.5,2028019.0,0.05,0.443,12900803391.0,0.41,14.383666666666665,3.121083333333333
675,Japan,1975,868.511,19.048,112413362.0,5.09,0.241,2017465083512.0,0.56,14.383666666666665,3.121083333333333
676,Jordan,1975,2.489,26.354,2065916.0,0.01,0.441,7422786320.0,0.3,14.383666666666665,3.121083333333333
677,Kenya,1975,4.968,23.08,13575898.0,0.03,0.161,20176987828.0,0.2,14.383666666666665,3.121083333333333
678,Kuwait,1975,16.813,34.79,1021725.0,0.1,0.524,29149523400.0,0.38,14.383666666666665,3.121083333333333
679,Laos,1975,0.253,26.806,3051583.0,0.0,0.343,3157839000.0,0.14,14.383666666666665,3.121083333333333
680,Lebanon,1975,6.265,23.616,2575746.0,0.04,0.378,17794435032.0,0.35,14.383666666666665,3.121083333333333
681,Liberia,1975,1.484,25.177,1600454.0,0.01,0.183,6999468000.0,0.14,14.383666666666665,3.121083333333333
682,Libya,1975,11.568,29.167,2645136.0,0.07,0.416,17658332432.0,0.27,14.383666666666665,3.121083333333333
683,Madagascar,1975,1.693,19.974,7556032.0,0.01,0.251,13648803050.0,0.19,14.383666666666665,3.121083333333333
684,Malawi,1975,0.578,18.055,5384798.0,0.0,0.493,4966366606.0,0.14,14.383666666666665,3.121083333333333
685,Malaysia,1975,19.445,26.242,12162189.0,0.11,0.151,51780285963.0,0.3,14.383666666666665,3.121083333333333
686,Mali,1975,0.341,33.767,6482282.0,0.0,0.293,6105587946.0,0.09,14.383666666666665,3.121083333333333
687,Mauritania,1975,0.509,32.974000000000004,1330594.0,0.0,0.457,2385396000.0,0.12,14.383666666666665,3.121083333333333
688,Mauritius,1975,0.59,21.522,892219.0,0.0,0.42,5339329830.0,0.32,14.383666666666665,3.121083333333333
689,Mexico,1975,164.139,24.819000000000003,59607947.0,0.96,0.27,486091818495.0,0.35,14.383666666666665,3.121083333333333
690,Morocco,1975,11.065,21.786,17796171.0,0.06,0.447,51629450544.0,0.17,14.383666666666665,3.121083333333333
691,Mozambique,1975,2.882,19.985,10165216.0,0.02,0.33,23348167752.0,0.12,14.383666666666665,3.121083333333333
692,Nepal,1975,0.352,21.825,13420367.0,0.0,0.7559999999999999,13763862000.0,0.12,14.383666666666665,3.121083333333333
693,Netherlands,1975,152.525,15.14,13683287.0,0.89,0.315,291063991284.0,0.56,14.383666666666665,3.121083333333333
694,New Zealand,1975,18.27,5.553999999999999,3082622.0,0.11,0.295,62066044600.0,0.55,14.383666666666665,3.121083333333333
695,Nicaragua,1975,1.927,27.131,2806859.0,0.01,0.228,12006135000.0,0.25,14.383666666666665,3.121083333333333
696,Niger,1975,0.333,33.128,5184940.0,0.0,0.38,5689989900.0,0.07,14.383666666666665,3.121083333333333
697,Nigeria,1975,47.352,27.469,63374289.0,0.28,0.3229999999999999,132128496500.0,0.15,14.383666666666665,3.121083333333333
698,Norway,1975,30.612,7.162999999999999,4008026.0,0.18,0.345,78383042280.0,0.57,14.383666666666665,3.121083333333333
699,Oman,1975,7.251,32.589,882038.0,0.04,0.813,6212164570.0,0.19,14.383666666666665,3.121083333333333
700,Pakistan,1975,23.188,29.335,66816875.0,0.14,0.279,116475292419.0,0.16,14.383666666666665,3.121083333333333
701,Panama,1975,3.659,26.663,1745142.0,0.02,0.4270000000000001,9880101000.0,0.39,14.383666666666665,3.121083333333333
702,Paraguay,1975,0.836,19.695,2791236.0,0.0,0.277,9879328000.0,0.33,14.383666666666665,3.121083333333333
703,Peru,1975,21.927,19.031,15424745.0,0.13,0.314,104551628304.0,0.32,14.383666666666665,3.121083333333333
704,Philippines,1975,32.482,27.464,41285741.0,0.19,0.257,143695704922.0,0.33,14.383666666666665,3.121083333333333
705,Poland,1975,374.78,15.927,33970730.0,2.2,0.236,314487223920.0,0.48,14.383666666666665,3.121083333333333
706,Portugal,1975,21.275,18.877,9172240.0,0.12,0.298,97762402920.0,0.39,14.383666666666665,3.121083333333333
707,Puerto Rico,1975,,26.848000000000003,2844925.0,,0.275,32499255000.0,0.49,14.383666666666665,3.121083333333333
708,Qatar,1975,10.947,34.2,164314.0,0.06,0.485,9281297158.0,0.37,14.383666666666665,3.121083333333333
709,Romania,1975,162.006,18.495,21665640.0,0.95,0.176,92819855007.0,0.42,14.383666666666665,3.121083333333333
710,Russia,1975,1825.755,12.368,133804859.0,10.71,0.233,1499251205008.0,0.49,14.383666666666665,3.121083333333333
711,Rwanda,1975,0.176,19.062,4364709.0,0.0,0.3,5223878737.0,0.14,14.383666666666665,3.121083333333333
712,Saudi Arabia,1975,83.261,32.616,7419486.0,0.49,0.42,135364158160.0,0.25,14.383666666666665,3.121083333333333
713,Senegal,1975,2.578,30.955,4929846.0,0.02,0.472,11100898800.0,0.13,14.383666666666665,3.121083333333333
714,Serbia,1975,37.697,18.253,8497172.0,0.22,0.245,63148765470.0,0.42,14.383666666666665,3.121083333333333
715,Sierra Leone,1975,0.524,26.145,3037158.0,0.0,0.17,4699530000.0,0.1,14.383666666666665,3.121083333333333
716,Singapore,1975,23.864,27.147,2259721.0,0.14,0.217,21725485200.0,0.39,14.383666666666665,3.121083333333333
717,South Africa,1975,185.011,11.834,25195184.0,1.09,0.345,175749500352.0,0.3,14.383666666666665,3.121083333333333
718,South Korea,1975,81.666,20.616,35378657.0,0.48,0.301,153895958382.7,0.36,14.383666666666665,3.121083333333333
719,Spain,1975,181.054,18.753,35879210.0,1.06,0.268,448847375235.0,0.47,14.383666666666665,3.121083333333333
720,Sri Lanka,1975,2.893,27.786,13755141.0,0.02,0.383,33538555762.0,0.32,14.383666666666665,3.121083333333333
721,Sudan,1975,3.882,29.881,12144128.0,0.02,0.291,18306616632.78,0.14,14.383666666666665,3.121083333333333
722,Sweden,1975,80.76,11.063,8197341.0,0.47,0.37,185219151000.0,0.57,14.383666666666665,3.121083333333333
723,Switzerland,1975,39.051,12.997,6337031.0,0.23,0.298,156680784850.95,0.54,14.383666666666665,3.121083333333333
724,Syria,1975,11.171,26.566,7535715.0,0.07,0.327,65835235144.0,0.28,14.383666666666665,3.121083333333333
725,Taiwan,1975,43.452,25.928,16464929.0,0.25,0.256,90166454000.0,0.42,14.383666666666665,3.121083333333333
726,Tanzania,1975,2.282,20.698,15885228.0,0.01,0.239,15437357028.0,0.14,14.383666666666665,3.121083333333333
727,Thailand,1975,24.372,27.358,42326307.0,0.14,0.241,132015456000.0,0.3,14.383666666666665,3.121083333333333
728,Togo,1975,0.311,26.237,2410451.0,0.0,0.243,3527452000.0,0.16,14.383666666666665,3.121083333333333
729,Tunisia,1975,5.541,26.215,5656912.0,0.03,0.352,22239763434.0,0.24,14.383666666666665,3.121083333333333
730,Turkey,1975,65.419,20.019,39277249.0,0.38,0.245,231789914762.0,0.29,14.383666666666665,3.121083333333333
731,Uganda,1975,1.129,22.24,10737403.0,0.01,0.303,13613860546.0,0.16,14.383666666666665,3.121083333333333
732,United Arab Emirates,1975,31.045,34.611999999999995,548295.0,0.18,0.591,21211679461.0,0.32,14.383666666666665,3.121083333333333
733,United Kingdom,1975,603.247,12.968,56152325.0,3.54,0.309,1061564060000.0,0.54,14.383666666666665,3.121083333333333
734,United States,1975,4478.038,18.198,219081250.0,26.27,0.225,5605795188000.0,0.57,14.383666666666665,3.121083333333333
735,Uruguay,1975,5.962,13.035,2830172.0,0.03,0.269,24353172000.0,0.44,14.383666666666665,3.121083333333333
736,Venezuela,1975,63.75,24.851,13189511.0,0.37,0.286,207679661995.0,0.38,14.383666666666665,3.121083333333333
737,Vietnam,1975,21.771,26.878,48718190.0,0.13,0.198,54421134324.0,0.25,14.383666666666665,3.121083333333333
738,Zambia,1975,4.076,17.187,4943279.0,0.02,0.341,8168468070.0,0.2,14.383666666666665,3.121083333333333
739,Zimbabwe,1975,8.311,15.758,6293875.0,0.05,0.272,14173916295.0,0.22,14.383666666666665,3.121083333333333
740,Afghanistan,1980,1.756,25.502,13356500.0,0.01,0.392,15329836000.0,0.11,14.672916666666667,3.4046666666666674
741,Albania,1980,5.166,18.806,2682697.0,0.03,0.409,9993752292.0,0.37,14.672916666666667,3.4046666666666674
742,Algeria,1980,66.416,32.472,19221659.0,0.34,0.509,94481650464.0,0.25,14.672916666666667,3.4046666666666674
743,Angola,1980,5.334,18.763,8341290.0,0.03,0.645,10330398560.0,0.15,14.672916666666667,3.4046666666666674
744,Argentina,1980,108.656,7.891,27896532.0,0.56,0.14,371076970920.0,0.46,14.672916666666667,3.4046666666666674
745,Armenia,1980,8.018,18.765,3099759.0,0.04,0.157,28944150099.0,0.45,14.672916666666667,3.4046666666666674
746,Australia,1980,220.537,15.648,14588400.0,1.13,0.237,335756454800.0,0.57,14.672916666666667,3.4046666666666674
747,Austria,1980,52.025,13.364,7609750.0,0.27,0.217,165574164556.0,0.56,14.672916666666667,3.4046666666666674
748,Bahamas,1980,7.972,27.921,210589.0,0.04,0.227,,0.48,14.672916666666667,3.4046666666666674
749,Bahrain,1980,7.881,33.812000000000005,359897.0,0.04,0.5,2430890592.0,0.36,14.672916666666667,3.4046666666666674
750,Bangladesh,1980,7.597,28.343000000000004,79639498.0,0.04,0.227,76945166375.0,0.15,14.672916666666667,3.4046666666666674
751,Barbados,1980,0.674,27.94,252388.0,0.0,0.312,3104136000.0,0.51,14.672916666666667,3.4046666666666674
752,Belarus,1980,96.796,16.514,9569847.0,0.5,0.197,91489838822.0,0.51,14.672916666666667,3.4046666666666674
753,Belgium,1980,134.836,15.074000000000002,9868999.0,0.69,0.143,227067208000.0,0.57,14.672916666666667,3.4046666666666674
754,Belize,1980,0.191,26.932,144142.0,0.0,0.298,,0.39,14.672916666666667,3.4046666666666674
755,Benin,1980,0.48,27.19,3717161.0,0.0,0.126,5935497932.0,0.15,14.672916666666667,3.4046666666666674
756,Bolivia,1980,4.659,17.730999999999998,5579932.0,0.02,0.519,22309321800.0,0.27,14.672916666666667,3.4046666666666674
757,Botswana,1980,0.986,14.451,897860.0,0.01,0.18,2114317648.0,0.26,14.672916666666667,3.4046666666666674
758,Brazil,1980,185.937,23.861,120694012.0,0.95,0.184,1014791980000.0,0.34,14.672916666666667,3.4046666666666674
759,Bulgaria,1980,77.251,18.371,8878787.0,0.4,0.325,85198548752.0,0.47,14.672916666666667,3.4046666666666674
760,Burkina Faso,1980,0.432,29.635,6822837.0,0.0,0.16,7360690185.0,0.09,14.672916666666667,3.4046666666666674
761,Burundi,1980,0.147,19.961,4157296.0,0.0,0.213,4081883736.0,0.11,14.672916666666667,3.4046666666666674
762,Cambodia,1980,0.286,27.406,6693759.0,0.0,0.345,9092187720.0,0.17,14.672916666666667,3.4046666666666674
763,Cameroon,1980,3.886,24.662,8621409.0,0.02,0.248,16648723400.0,0.2,14.672916666666667,3.4046666666666674
764,Canada,1980,442.847,9.305,24416885.0,2.27,0.303,634113647200.0,0.6,14.672916666666667,3.4046666666666674
765,Cape Verde,1980,0.121,25.094,283848.0,0.0,1.534,400192000.0,0.23,14.672916666666667,3.4046666666666674
766,Central African Republic,1980,0.106,25.631,2199359.0,0.0,0.383,2898666000.0,0.15,14.672916666666667,3.4046666666666674
767,Chad,1980,0.209,31.022,4514427.0,0.0,0.46,2636553953.0,0.1,14.672916666666667,3.4046666666666674
768,Chile,1980,25.094,5.643,11419350.0,0.13,0.129,100109711232.0,0.44,14.672916666666667,3.4046666666666674
769,China,1980,1494.496,18.004,1000089228.0,7.67,0.216,1893783550000.0,0.29,14.672916666666667,3.4046666666666674
770,Colombia,1980,44.174,25.182,26900508.0,0.23,0.264,180717966000.0,0.36,14.672916666666667,3.4046666666666674
771,Comoros,1980,0.048,24.754,307831.0,0.0,0.199,362100000.0,0.19,14.672916666666667,3.4046666666666674
772,Congo,1980,0.406,24.028,1777932.0,0.0,0.325,5148435600.0,0.29,14.672916666666667,3.4046666666666674
773,Costa Rica,1980,2.448,26.478,2389973.0,0.01,0.26,17997542672.0,0.44,14.672916666666667,3.4046666666666674
774,Croatia,1980,16.358,18.55,4598125.0,0.08,0.339,62207919000.0,0.47,14.672916666666667,3.4046666666666674
775,Cuba,1980,31.374,27.659,9849457.0,0.16,0.28,39614688000.0,0.47,14.672916666666667,3.4046666666666674
776,Cyprus,1980,3.261,23.925,685408.0,0.02,0.4920000000000001,5774561000.0,0.43,14.672916666666667,3.4046666666666674
777,Denmark,1980,60.348,-4.726999999999999,5123945.0,0.31,0.701,124346111344.0,0.59,14.672916666666667,3.4046666666666674
778,Djibouti,1980,0.348,33.506,358960.0,0.0,0.999,1035609000.0,0.15,14.672916666666667,3.4046666666666674
779,Dominican Republic,1980,6.427,27.718000000000004,5803929.0,0.03,0.305,21539808755.0,0.32,14.672916666666667,3.4046666666666674
780,Ecuador,1980,13.407,22.292,7989178.0,0.07,0.168,52132724418.0,0.36,14.672916666666667,3.4046666666666674
781,Egypt,1980,45.176,29.698,43309063.0,0.23,0.316,140607641070.0,0.23,14.672916666666667,3.4046666666666674
782,El Salvador,1980,2.119,26.007,4591135.0,0.01,0.289,17280720210.0,0.27,14.672916666666667,3.4046666666666674
783,Equatorial Guinea,1980,0.059,24.463,249931.0,0.0,0.278,668928000.0,0.21,14.672916666666667,3.4046666666666674
784,Eritrea,1980,,30.072,1733423.0,,0.6609999999999999,,0.14,14.672916666666667,3.4046666666666674
785,Estonia,1980,35.135,17.277,1474438.0,0.18,0.356,22298156624.0,0.54,14.672916666666667,3.4046666666666674
786,Ethiopia,1980,1.817,24.373,35141703.0,0.01,0.363,38082968928.52,0.12,14.672916666666667,3.4046666666666674
787,Finland,1980,58.139,15.713,4788247.0,0.3,0.211,98649602400.0,0.56,14.672916666666667,3.4046666666666674
788,France,1980,509.285,16.735,53868006.0,2.61,0.224,1297124070000.0,0.57,14.672916666666667,3.4046666666666674
789,Gabon,1980,6.625,23.405,726335.0,0.03,0.245,5997574454.0,0.28,14.672916666666667,3.4046666666666674
790,Gambia,1980,0.158,29.711,637252.0,0.0,0.195,863900000.0,0.13,14.672916666666667,3.4046666666666674
791,Germany,1980,1100.066,14.993,78283101.0,5.64,0.148,1761467946288.0,0.56,14.672916666666667,3.4046666666666674
792,Ghana,1980,2.548,26.523000000000003,11056112.0,0.01,0.214,20314686004.0,0.2,14.672916666666667,3.4046666666666674
793,Greece,1980,50.889,21.353,9627004.0,0.26,0.356,137887821500.0,0.49,14.672916666666667,3.4046666666666674
794,Guatemala,1980,4.493,24.958,7283456.0,0.02,0.207,42453600000.0,0.24,14.672916666666667,3.4046666666666674
795,Guinea,1980,0.964,26.145,4871446.0,0.0,0.4,3758107232.0,0.12,14.672916666666667,3.4046666666666674
796,Guyana,1980,1.788,26.023000000000003,780153.0,0.01,0.298,,0.36,14.672916666666667,3.4046666666666674
797,Haiti,1980,0.745,28.397,5643175.0,0.0,0.343,11311429000.0,0.17,14.672916666666667,3.4046666666666674
798,Honduras,1980,2.038,25.984,3678274.0,0.01,0.192,11170076952.0,0.26,14.672916666666667,3.4046666666666674
799,Hong Kong,1980,16.6,28.144,4868744.0,0.09,0.177,82606707429.282,0.45,14.672916666666667,3.4046666666666674
800,Hungary,1980,86.609,17.898,10754286.0,0.44,0.373,107668198344.0,0.46,14.672916666666667,3.4046666666666674
801,Iceland,1980,1.862,6.98,228256.0,0.01,0.305,5596333008.0,0.59,14.672916666666667,3.4046666666666674
802,India,1980,291.992,28.638,698952837.0,1.5,0.286,1015105000000.0,0.2,14.672916666666667,3.4046666666666674
803,Indonesia,1980,94.873,26.102,147447834.0,0.49,0.21,439667534988.0,0.25,14.672916666666667,3.4046666666666674
804,Iran,1980,120.494,28.087000000000003,38650244.0,0.62,0.256,249697453176.0,0.28,14.672916666666667,3.4046666666666674
805,Iraq,1980,45.358,33.216,13653348.0,0.23,0.346,134511808435.0,0.27,14.672916666666667,3.4046666666666674
806,Ireland,1980,26.272,12.922,3384760.0,0.13,0.156,46301214000.0,0.52,14.672916666666667,3.4046666666666674
807,Israel,1980,20.985,26.028,3700916.0,0.11,0.329,65435677284.0,0.49,14.672916666666667,3.4046666666666674
808,Italy,1980,386.433,17.846,56349352.0,1.98,0.292,1183161685873.0,0.53,14.672916666666667,3.4046666666666674
809,Jamaica,1980,8.445,28.145,2162839.0,0.04,0.815,11088294925.0,0.41,14.672916666666667,3.4046666666666674
810,Japan,1980,944.869,20.161,117816942.0,4.85,0.227,2500143641836.0,0.6,14.672916666666667,3.4046666666666674
811,Jordan,1980,4.696,27.675,2377997.0,0.02,0.195,15444604787.0,0.35,14.672916666666667,3.4046666666666674
812,Kenya,1980,6.152,23.646,16417203.0,0.03,0.239,27353659525.0,0.24,14.672916666666667,3.4046666666666674
813,Kuwait,1980,24.616,35.32,1368680.0,0.13,1.4680000000000002,28976093426.0,0.41,14.672916666666667,3.4046666666666674
814,Laos,1980,0.187,26.742,3258149.0,0.0,0.213,3470822000.0,0.19,14.672916666666667,3.4046666666666674
815,Latvia,1980,23.275,17.232,2521381.0,0.12,0.245,34684696277.0,0.51,14.672916666666667,3.4046666666666674
816,Lebanon,1980,5.89,24.098000000000003,2588928.0,0.03,0.487,14227047936.0,0.37,14.672916666666667,3.4046666666666674
817,Liberia,1980,2.038,25.379,1852991.0,0.01,0.4,7688404000.0,0.15,14.672916666666667,3.4046666666666674
818,Libya,1980,26.781,30.09800000000001,3219462.0,0.14,0.416,26794355465.0,0.33,14.672916666666667,3.4046666666666674
819,Lithuania,1980,36.433,16.512999999999998,3430760.0,0.19,0.216,43744970126.0,0.54,14.672916666666667,3.4046666666666674
820,Madagascar,1980,1.614,19.819000000000003,8716549.0,0.01,0.352,14601291600.0,0.2,14.672916666666667,3.4046666666666674
821,Malawi,1980,0.708,17.254,6250434.0,0.0,0.146,6283546048.0,0.15,14.672916666666667,3.4046666666666674
822,Malaysia,1980,28.033,26.54,13798094.0,0.14,0.214,80232407808.0,0.33,14.672916666666667,3.4046666666666674
823,Mali,1980,0.391,34.264,7090124.0,0.0,0.316,7893522704.0,0.1,14.672916666666667,3.4046666666666674
824,Malta,1980,1.022,21.577,331494.0,0.01,0.417,3246888920.0,0.42,14.672916666666667,3.4046666666666674
825,Mauritania,1980,0.63,33.751999999999995,1540644.0,0.0,0.451,2598690000.0,0.15,14.672916666666667,3.4046666666666674
826,Mauritius,1980,0.59,22.44,966039.0,0.0,0.312,6716995970.0,0.34,14.672916666666667,3.4046666666666674
827,Mexico,1980,267.744,26.521,67761367.0,1.37,0.216,678622118991.0,0.39,14.672916666666667,3.4046666666666674
828,Moldova,1980,37.871,18.062,4011085.0,0.19,0.27,36278211684.0,0.41,14.672916666666667,3.4046666666666674
829,Mongolia,1980,6.855,16.395,1689622.0,0.04,0.198,2677790000.0,0.32,14.672916666666667,3.4046666666666674
830,Morocco,1980,15.818,23.717,19990006.0,0.08,0.491,70582899184.0,0.2,14.672916666666667,3.4046666666666674
831,Mozambique,1980,3.198,19.261,11630194.0,0.02,0.187,23539593955.0,0.15,14.672916666666667,3.4046666666666674
832,Nepal,1980,0.541,20.906,15016408.0,0.0,0.7929999999999999,15445941000.0,0.13,14.672916666666667,3.4046666666666674
833,Netherlands,1980,176.632,15.112,14148410.0,0.91,0.147,331504751638.0,0.59,14.672916666666667,3.4046666666666674
834,New Zealand,1980,17.479,6.141,3146610.0,0.09,0.157,62391722150.0,0.56,14.672916666666667,3.4046666666666674
835,Nicaragua,1980,2.022,26.96,3265520.0,0.01,0.182,9569442000.0,0.26,14.672916666666667,3.4046666666666674
836,Niger,1980,0.57,33.259,5989000.0,0.0,0.4270000000000001,7866668479.0,0.08,14.672916666666667,3.4046666666666674
837,Nigeria,1980,68.035,27.475,73423646.0,0.35,0.231,155628247840.0,0.16,14.672916666666667,3.4046666666666674
838,Norway,1980,31.813,10.364,4086070.0,0.16,0.282,98181534220.0,0.59,14.672916666666667,3.4046666666666674
839,Oman,1980,6.042,33.794000000000004,1154373.0,0.03,2.102,7625996787.0,0.21,14.672916666666667,3.4046666666666674
840,Pakistan,1980,31.932,30.66,78054346.0,0.16,0.194,157740585567.0,0.18,14.672916666666667,3.4046666666666674
841,Panama,1980,3.108,27.336,1978489.0,0.02,0.411,13424040000.0,0.43,14.672916666666667,3.4046666666666674
842,Paraguay,1980,1.485,18.022,3181627.0,0.01,0.219,16341148000.0,0.36,14.672916666666667,3.4046666666666674
843,Peru,1980,24.065,19.506,17547612.0,0.12,0.172,117521549910.0,0.35,14.672916666666667,3.4046666666666674
844,Philippines,1980,36.869,27.491,47357741.0,0.19,0.394,192910469234.0,0.34,14.672916666666667,3.4046666666666674
845,Poland,1980,463.329,16.046,35539723.0,2.38,0.16,325503268384.0,0.48,14.672916666666667,3.4046666666666674
846,Portugal,1980,26.773,18.856,9750966.0,0.14,0.241,125370951600.0,0.43,14.672916666666667,3.4046666666666674
847,Puerto Rico,1980,,27.68,3090688.0,,0.292,41858400000.0,0.49,14.672916666666667,3.4046666666666674
848,Qatar,1980,13.082,34.38,223622.0,0.07,0.424,10864234000.0,0.4,14.672916666666667,3.4046666666666674
849,Romania,1980,196.199,17.186,22615644.0,1.01,0.262,121316857352.0,0.46,14.672916666666667,3.4046666666666674
850,Russia,1980,2125.165,11.836,138053143.0,10.9,0.223,1696830113196.0,0.49,14.672916666666667,3.4046666666666674
